1386, 477, 2018-07-15 21:37:02.285813
1369, 468, 2018-07-15 21:37:02.293389
1307, 449, 2018-07-15 21:37:02.301274
1235, 439, 2018-07-15 21:37:02.309761
1169, 430, 2018-07-15 21:37:02.317785
1096, 430, 2018-07-15 21:37:02.324927
1023, 430, 2018-07-15 21:37:02.333570
953, 430, 2018-07-15 21:37:02.340738
867, 430, 2018-07-15 21:37:02.348717
783, 430, 2018-07-15 21:37:02.356695
702, 430, 2018-07-15 21:37:02.364677
597, 430, 2018-07-15 21:37:02.373650
497, 432, 2018-07-15 21:37:02.380634
415, 443, 2018-07-15 21:37:02.388610
335, 455, 2018-07-15 21:37:02.396623
271, 464, 2018-07-15 21:37:02.404587
222, 469, 2018-07-15 21:37:02.413565
187, 478, 2018-07-15 21:37:02.421517
151, 489, 2018-07-15 21:37:02.429578
131, 497, 2018-07-15 21:37:02.437466
118, 505, 2018-07-15 21:37:02.446442
107, 511, 2018-07-15 21:37:02.453517
101, 516, 2018-07-15 21:37:02.461442
96, 521, 2018-07-15 21:37:02.469421
94, 531, 2018-07-15 21:37:02.477508
94, 540, 2018-07-15 21:37:02.485378
94, 548, 2018-07-15 21:37:02.493356
105, 562, 2018-07-15 21:37:02.501340
136, 587, 2018-07-15 21:37:02.510317
185, 622, 2018-07-15 21:37:02.517321
250, 670, 2018-07-15 21:37:02.525272
328, 714, 2018-07-15 21:37:02.533250
402, 749, 2018-07-15 21:37:02.543264
473, 779, 2018-07-15 21:37:02.549422
549, 801, 2018-07-15 21:37:02.557264
620, 811, 2018-07-15 21:37:02.565209
691, 813, 2018-07-15 21:37:02.573344
750, 813, 2018-07-15 21:37:02.581165
809, 804, 2018-07-15 21:37:02.589145
863, 788, 2018-07-15 21:37:02.597123
910, 769, 2018-07-15 21:37:02.605102
948, 742, 2018-07-15 21:37:02.613080
990, 704, 2018-07-15 21:37:02.621100
1021, 663, 2018-07-15 21:37:02.629079
1049, 617, 2018-07-15 21:37:02.637057
1070, 573, 2018-07-15 21:37:02.645033
1085, 531, 2018-07-15 21:37:02.653045
1094, 499, 2018-07-15 21:37:02.660991
1097, 465, 2018-07-15 21:37:02.668969
1101, 437, 2018-07-15 21:37:02.676948
1101, 415, 2018-07-15 21:37:02.684930
1101, 393, 2018-07-15 21:37:02.692908
1100, 379, 2018-07-15 21:37:02.700884
1098, 365, 2018-07-15 21:37:02.709129
1094, 353, 2018-07-15 21:37:02.716853
1090, 343, 2018-07-15 21:37:02.724832
1089, 338, 2018-07-15 21:37:02.732814
1088, 333, 2018-07-15 21:37:02.740792
1085, 331, 2018-07-15 21:37:02.748771
1085, 331, 2018-07-15 21:37:02.797521
1089, 336, 2018-07-15 21:37:02.805468
1099, 346, 2018-07-15 21:37:02.813519
1111, 357, 2018-07-15 21:37:02.821381
1128, 371, 2018-07-15 21:37:02.829648
1140, 379, 2018-07-15 21:37:02.837621
1153, 389, 2018-07-15 21:37:02.845498
1165, 393, 2018-07-15 21:37:02.852968
1173, 395, 2018-07-15 21:37:02.860899
1179, 396, 2018-07-15 21:37:02.869210
1184, 398, 2018-07-15 21:37:02.877700
1186, 398, 2018-07-15 21:37:02.885382
1186, 399, 2018-07-15 21:37:02.892814
1186, 398, 2018-07-15 21:37:02.933485
1182, 395, 2018-07-15 21:37:02.941194
1178, 393, 2018-07-15 21:37:02.948889
1173, 389, 2018-07-15 21:37:02.956841
1167, 384, 2018-07-15 21:37:02.965576
1161, 377, 2018-07-15 21:37:02.973648
1150, 370, 2018-07-15 21:37:02.981382
1141, 360, 2018-07-15 21:37:02.989259
1132, 349, 2018-07-15 21:37:02.997237
1122, 341, 2018-07-15 21:37:03.005646
1114, 334, 2018-07-15 21:37:03.013072
1108, 328, 2018-07-15 21:37:03.021295
1102, 322, 2018-07-15 21:37:03.029686
1098, 314, 2018-07-15 21:37:03.037429
1095, 311, 2018-07-15 21:37:03.045154
1091, 306, 2018-07-15 21:37:03.053284
1087, 300, 2018-07-15 21:37:03.061396
1087, 300, 2018-07-15 21:37:03.068839
1086, 298, 2018-07-15 21:37:03.076991
1086, 298, 2018-07-15 21:37:03.109055
1092, 305, 2018-07-15 21:37:03.117294
1106, 325, 2018-07-15 21:37:03.125704
1125, 352, 2018-07-15 21:37:03.132567
1145, 389, 2018-07-15 21:37:03.141140
1172, 430, 2018-07-15 21:37:03.149616
1199, 468, 2018-07-15 21:37:03.157408
1220, 496, 2018-07-15 21:37:03.165573
1237, 510, 2018-07-15 21:37:03.173054
1248, 513, 2018-07-15 21:37:03.181585
1259, 512, 2018-07-15 21:37:03.189545
1268, 502, 2018-07-15 21:37:03.196654
1280, 485, 2018-07-15 21:37:03.205269
1290, 457, 2018-07-15 21:37:03.213839
1299, 420, 2018-07-15 21:37:03.221230
1299, 392, 2018-07-15 21:37:03.229622
1299, 362, 2018-07-15 21:37:03.237589
1289, 339, 2018-07-15 21:37:03.245822
1271, 314, 2018-07-15 21:37:03.253656
1246, 288, 2018-07-15 21:37:03.261728
1213, 263, 2018-07-15 21:37:03.269199
1179, 245, 2018-07-15 21:37:03.277173
1139, 226, 2018-07-15 21:37:03.285201
1102, 215, 2018-07-15 21:37:03.293378
1063, 211, 2018-07-15 21:37:03.301028
1030, 211, 2018-07-15 21:37:03.310009
1000, 219, 2018-07-15 21:37:03.316992
976, 235, 2018-07-15 21:37:03.324971
954, 261, 2018-07-15 21:37:03.332983
937, 300, 2018-07-15 21:37:03.349975
927, 350, 2018-07-15 21:37:03.352210
927, 399, 2018-07-15 21:37:03.357188
936, 447, 2018-07-15 21:37:03.365167
957, 492, 2018-07-15 21:37:03.373639
975, 517, 2018-07-15 21:37:03.381028
997, 532, 2018-07-15 21:37:03.388877
1020, 534, 2018-07-15 21:37:03.396855
1044, 534, 2018-07-15 21:37:03.405076
1069, 518, 2018-07-15 21:37:03.412846
1095, 494, 2018-07-15 21:37:03.420824
1116, 471, 2018-07-15 21:37:03.428993
1135, 444, 2018-07-15 21:37:03.436782
1142, 424, 2018-07-15 21:37:03.445758
1146, 403, 2018-07-15 21:37:03.452739
1146, 386, 2018-07-15 21:37:03.460718
1138, 370, 2018-07-15 21:37:03.468893
1125, 355, 2018-07-15 21:37:03.477075
1095, 334, 2018-07-15 21:37:03.484893
1059, 322, 2018-07-15 21:37:03.492854
1006, 312, 2018-07-15 21:37:03.500819
953, 304, 2018-07-15 21:37:03.509796
893, 304, 2018-07-15 21:37:03.516780
834, 305, 2018-07-15 21:37:03.524759
769, 317, 2018-07-15 21:37:03.533452
710, 338, 2018-07-15 21:37:03.540516
661, 366, 2018-07-15 21:37:03.549806
623, 399, 2018-07-15 21:37:03.556794
593, 433, 2018-07-15 21:37:03.565775
574, 470, 2018-07-15 21:37:03.573312
565, 507, 2018-07-15 21:37:03.581334
564, 540, 2018-07-15 21:37:03.589470
564, 554, 2018-07-15 21:37:03.597783
571, 564, 2018-07-15 21:37:03.605368
583, 564, 2018-07-15 21:37:03.613389
594, 564, 2018-07-15 21:37:03.621094
605, 562, 2018-07-15 21:37:03.629795
614, 554, 2018-07-15 21:37:03.637447
622, 539, 2018-07-15 21:37:03.645204
624, 529, 2018-07-15 21:37:03.653371
628, 522, 2018-07-15 21:37:03.661389
628, 511, 2018-07-15 21:37:03.668832
624, 499, 2018-07-15 21:37:03.677050
614, 490, 2018-07-15 21:37:03.685270
594, 484, 2018-07-15 21:37:03.693510
569, 482, 2018-07-15 21:37:03.700807
534, 482, 2018-07-15 21:37:03.709150
497, 500, 2018-07-15 21:37:03.716858
452, 545, 2018-07-15 21:37:03.725122
396, 626, 2018-07-15 21:37:03.732905
335, 733, 2018-07-15 21:37:03.740884
264, 861, 2018-07-15 21:37:03.748913
188, 977, 2018-07-15 21:37:03.761878
126, 1071, 2018-07-15 21:37:03.764868
78, 1122, 2018-07-15 21:37:03.772858
53, 1099, 2018-07-15 21:37:03.780859
40, 1083, 2018-07-15 21:37:03.788804
28, 1079, 2018-07-15 21:37:03.796818
20, 1079, 2018-07-15 21:37:03.804768
9, 1072, 2018-07-15 21:37:03.812780
0, 1061, 2018-07-15 21:37:03.820719
-10, 1047, 2018-07-15 21:37:03.828696
-23, 1021, 2018-07-15 21:37:03.836893
-37, 992, 2018-07-15 21:37:03.844875
-51, 968, 2018-07-15 21:37:03.852887
-69, 941, 2018-07-15 21:37:03.860861
-93, 904, 2018-07-15 21:37:03.868838
-128, 862, 2018-07-15 21:37:03.876825
-165, 820, 2018-07-15 21:37:03.884795
-208, 780, 2018-07-15 21:37:03.892747
-269, 731, 2018-07-15 21:37:03.901725
-327, 691, 2018-07-15 21:37:03.908730
-397, 655, 2018-07-15 21:37:03.916683
-447, 626, 2018-07-15 21:37:03.924661
-512, 604, 2018-07-15 21:37:03.932640
-552, 593, 2018-07-15 21:37:03.940618
-598, 584, 2018-07-15 21:37:03.948624
-630, 583, 2018-07-15 21:37:03.956602
-646, 583, 2018-07-15 21:37:03.964555
-660, 583, 2018-07-15 21:37:03.972535
-662, 583, 2018-07-15 21:37:03.981510
-665, 583, 2018-07-15 21:37:03.989503
-665, 584, 2018-07-15 21:37:04.013452
-663, 583, 2018-07-15 21:37:04.021457
-658, 577, 2018-07-15 21:37:04.029420
-655, 568, 2018-07-15 21:37:04.037411
-649, 559, 2018-07-15 21:37:04.045382
-648, 547, 2018-07-15 21:37:04.053369
-648, 540, 2018-07-15 21:37:04.061328
-646, 530, 2018-07-15 21:37:04.069321
-644, 524, 2018-07-15 21:37:04.077305
-644, 521, 2018-07-15 21:37:04.085282
-644, 519, 2018-07-15 21:37:04.094213
-645, 519, 2018-07-15 21:37:04.165069
-649, 520, 2018-07-15 21:37:04.173094
-656, 521, 2018-07-15 21:37:04.181071
-661, 521, 2018-07-15 21:37:04.189049
-673, 524, 2018-07-15 21:37:04.196952
-685, 525, 2018-07-15 21:37:04.204921
-699, 526, 2018-07-15 21:37:04.213112
-715, 530, 2018-07-15 21:37:04.222068
-739, 534, 2018-07-15 21:37:04.229022
-771, 537, 2018-07-15 21:37:04.237002
-808, 546, 2018-07-15 21:37:04.244980
-839, 555, 2018-07-15 21:37:04.252958
-866, 562, 2018-07-15 21:37:04.260958
-888, 573, 2018-07-15 21:37:04.268921
-899, 582, 2018-07-15 21:37:04.276901
-904, 591, 2018-07-15 21:37:04.284881
-904, 601, 2018-07-15 21:37:04.292859
-904, 606, 2018-07-15 21:37:04.300837
-897, 614, 2018-07-15 21:37:04.308818
-884, 621, 2018-07-15 21:37:04.316908
-870, 623, 2018-07-15 21:37:04.325343
-855, 623, 2018-07-15 21:37:04.333412
-839, 623, 2018-07-15 21:37:04.340999
-819, 623, 2018-07-15 21:37:04.349491
-796, 620, 2018-07-15 21:37:04.357536
-779, 618, 2018-07-15 21:37:04.365543
-766, 613, 2018-07-15 21:37:04.373527
-757, 611, 2018-07-15 21:37:04.381158
-753, 609, 2018-07-15 21:37:04.389626
-753, 608, 2018-07-15 21:37:04.397734
-753, 607, 2018-07-15 21:37:04.405065
-755, 601, 2018-07-15 21:37:04.413293
-760, 597, 2018-07-15 21:37:04.421492
-769, 590, 2018-07-15 21:37:04.429063
-776, 588, 2018-07-15 21:37:04.437659
-788, 584, 2018-07-15 21:37:04.445533
-802, 581, 2018-07-15 21:37:04.453519
-815, 578, 2018-07-15 21:37:04.461056
-827, 577, 2018-07-15 21:37:04.469317
-835, 577, 2018-07-15 21:37:04.477042
-844, 577, 2018-07-15 21:37:04.485213
